"A","Name on ballot","Candidate

Sequence","H1","   Type
      Nominat-
            ion","Electoral
district","H2","Sex","Candidate's full name","Voter number","SourceFile"
"221 ","National Sovereignty Alliance - Le-
gislation","60 ","","Alliance","Baghdad","","Male","Mahmoud Riyadh Muhammad Raouf Mardad Al-Shammari","2811 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","21 ","","Party","Najaf","","Male","Mahmoud Saad Mardan Mous Al-Kalani","1670 ","ElectionCandidates_Original.csv"
"240 ","National masses","21 ","","Party","Saladin","","Male","Mahmoud Saadoun Hadid Aqidi Al-Shammari","5659 ","ElectionCandidates_Original.csv"
"237 ","Al-Hadbaa National
Alliance","34 ","","Alliance","Nineveh","","Male","Mahmoud Sabah Ali Ismail Al-Rubaie","6797 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","19 ","","Party","Najaf","","Male","Mahmoud Sahib Hadi Azouz Al-Kimawi","1715 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","118 ","","Alliance","Baghdad","","Male","Mahmoud Shaker Amash Malouh","3310 ","ElectionCandidates_Original.csv"
"206 ","Civil Democratic Allia-
nce","21 ","","Alliance","Baghdad","","Male","Mahmoud Shaker Hamad Mataradhiya","2425 ","ElectionCandidates_Original.csv"
"212 ","The National Tribal Current in Iraq","22 ","","Party","The egg","","Male","Mahmoud Shaker Juma is a nerd of the insight","484 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","31 ","","Party","Baghdad","","Male","Mahmoud Shaker Khazal Ali Al-Shammari","2300 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","38 ","","Alliance","Baghdad","","Male","Mahmoud Shaker Lonri Tw-
ithin Y Sudanese","3064 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","9 ","","Party","Najaf","","Male","Mahmoud Shakir Jaber Ali Al-Karawi","1619 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","48 ","","Alliance","The egg","","Male","Mahmoud Taan Najm Abdullah Al-Moussawi","660 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","73 ","","Alliance","Baghdad","","Male","Mahmoud Talal Ahmed Madhat Ali Al-Zaidi","2824 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","10 ","","Alliance","Kirkuk","","Male","Mahmoud Zidan Khalaf Suleiman Al-Abidi","6275 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","76 ","","Alliance","Baghdad","","Male","Mahrasad Ibrahim Haseer N Al-Dulaimiyi","3268 ","ElectionCandidates_Original.csv"
"277 ","Our falc-
      ons","2 ","","Alliance","Diyala","","Male","Mahrayad Aziz Mutab Al-Kroui","4953 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","126 ","","Party","Baghdad","","   female
 ","Mai Jassim Nasser Ghanem Al-Saedi","2393 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","81 ","","Party","Baghdad","","   female
 ","Mai Saleh Mahdi Hassan Al-Moussawi","2709 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","85 ","","Alliance","Baghdad","","   female
 ","Mais Abdul Hadi Mahdi Saleh Al-
Mashhadani","3277 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","52 ","","Party","Baghdad","","   female
 ","Mais Saleh Rahim Djer Al-Fariji","2684 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","32 ","","Alliance","Nineveh","","   female
 ","Maisam Fatji Muhammad KhalafAl-Bujari","7178 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","16 ","","Alliance","Anbar","","   female
 ","Maisam Fayyad Shim Ja'ata Al-Rifai","199 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","8 ","","Alliance","Karbala","","   female
 ","Majdeh Fazel Yaserkhzanal-Ardawi","5881 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","47 ","","Alliance","The egg","","Male","Majed Abdul Amir Abbas Saad Al-Saad","659 ","ElectionCandidates_Original.csv"
"268 ","Iraqi Turkmen Front","2 ","","Party","Erbil","","Male","Majed Abdullah Suleiman Rasool","54 ","ElectionCandidates_Original.csv"
"212 ","The National Tribal Current in Iraq","6 ","","Party","The egg","","Male","Majed Adel Aboud Dagher Al-Wahid","468 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","69 ","","Alliance","Baghdad","","Male","Majed Boutros Daoud Majoushia","4047 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","37 ","","Alliance","Dhi Qar","","Male","Majed Ghanem Abdul Hassan Sadkhan Al-Saeedi","5337 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","107 ","","Alliance","Baghdad","","Male","Majed Hamed Abdel Hadi Hasirn","3299 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","9 ","","Alliance","The egg","","Male","Majed Hamoud Zghair Mozan Al-Faisalawi","621 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","6 ","","Alliance","Al-Qadisiyah","","Male","Majed Haseer N Ali Mandhour Al-
Ghanem","1097 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","74 ","","Alliance","Baghdad","","Male","Majed Hasir Hatem Mohsen Al-Kurji","2517 ","ElectionCandidates_Original.csv"
"235 ","Our Cause Mo-
vement","10 ","","Party","Baghdad","","Male","Majed Hattab Yasser N Awda Al-Maliki","3173 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","4 ","","Party","Nineveh","","Male","Majed KhalafHamoustomasto","7272 ","ElectionCandidates_Original.csv"
"283 ","Summits Alliance","8 ","","Alliance","Anbar","","Male","Majed Mansi Diab Mashouh Al-Marawi","340 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","84 ","","Party","Baghdad","","Male","Majed Mazhour Saud Hassan","3800 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","40 ","","Alliance","The egg","","Male","Majed Raheef Mushkil Salem Al Shawi","652 ","ElectionCandidates_Original.csv"
"281 ","Nineveh People's Union","27 ","","Alliance","Nineveh","","Male","Majeed Ahmed Ismail Ahmed","7357 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","9 ","","Party","Babylon","","Male","Majeed Dahhan Salithi Janan Al-Arami","2132 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","105 ","","Alliance","Baghdad","","Male","Majeed Faleh Abbas Ali Al-Abadi","4502 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","30 ","","Alliance","Anbar","","Male","Majeed Hamid Jassim Mohammed Al-Issawi","168 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","31 ","","Alliance","Baghdad","","Male","Majeed Mohammed Haseer N Al-Saad plows","2784 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","13 ","","Party","Wasit","","Male","Majeed Mudda' Abdul Sayed Idam Al-Ayyadi","7580 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","2 ","","Alliance","Karbala","","Male","Majid Ali Hamza Shalal Al-Ghanmiyi","5919 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","13 ","","Alliance","Dhi Qar","","Male","Majid Asmirkati Aboud Al-Saeed","5199 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","21 ","","Party","The egg","","Male","Majid Hamed Dinar Salman Al-Khalidi","383 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","84 ","","Alliance","Baghdad","","Male","Majid Hamid Faisal Salem Al-Saadan","4275 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","11 ","","Party","Najaf","","Male","Majid Jabbar Ghazai Saadoun Al-Fatlawi","1549 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","12 ","","Party","Babylon","","female
 ","Majida Hamid Jassim Aqil Al-Jabouri","2166 ","ElectionCandidates_Original.csv"
"245 ","  Canon's secr-
          ets","16 ","","Party","Diyala","","   female
 ","Majida Salman Karim Rahim Al-Azzawi","4867 ","ElectionCandidates_Original.csv"
"233 ","The machine","24 ","","Party","Dhi Qar","","   female
 ","Makarim Abdul-Ridha Makki
Kabh Al-Hamdani","5248 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","16 ","","Alliance","Wasit","","   female
 ","Makiya Murad Jassim Talfah Al-Sabaji","7732 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","26 ","","Party","Baghdad","","Male","Makki Jaafar Muhammad Ali Al-
Waili","3492 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","98 ","","Party","Baghdad","","Male","Malik Fadhel Saleh Salman Al-Muhammadi","2365 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","9 ","","Party","Kirkuk","","Male","Malik Hajim Kazim Hasir N       Al-Majtoumi","6203 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","34 ","","Alliance","The egg","","Male","Malik Kazim Muhammad Shalaka Al-Musadi","446 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","10 ","","Alliance","Saladin","","Male","Malik Lafta Ahmed Hassan Al-Harbawi","5791 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","68 ","","Party","Baghdad","","Male","Malik Naama Hawas Waliyy Al-Khazraji","2336 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","25 ","","Alliance","Dhi Qar","","Male","Malik Naim Abdul-Ridha Ta-
hir Al-Ariani","5507 ","ElectionCandidates_Original.csv"
"264 ","National Pioneers
Movement","27 ","","Party","Baghdad","","Male","Malik Youssef Fayyad Mahdi Zaidi","4132 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","21 ","","Alliance","Saladin","","Male","Mamdouh Qusay Mamdouh Saleh Al-
Takrithri","5611 ","ElectionCandidates_Original.csv"
"237 ","Al-Hadbaa National
Alliance","37 ","","Alliance","Nineveh","","Male","Mamdouh Salem Shalhouwit Al-Abid","6800 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","18 ","","Party","Baghdad","","Male","Manaf Muhammad Ibrahim Ali al-Jawari","3739 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","134 ","","Alliance","Baghdad","","   female
 ","Manal Abdul Wahid Aboud Farhan Al-Boumohammed","4530 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","16 ","","Party","Dhi Qar","","   female
 ","Manal Diaa Pasha Haseer N Al-
Moula","5278 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","50 ","","Alliance","Baghdad","","   female
 ","Manal Hamad Hamid Kazim Mufarji","4448 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","19 ","","Alliance","Saladin","","   female
 ","Manal Hassan Aki Kadhim","5681 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","8 ","","Alliance","Baghdad","","   female
 ","Manal Mohammed Ghazi Aliwi Al-
Tani","3535 ","ElectionCandidates_Original.csv"
"240 ","National masses","16 ","","Party","Saladin","","   female
 ","Manal Saleh Mahdi Shaher Al-Jadla","5654 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","9 ","","Alliance","Babylon","","   female
 ","Manal Wahab Mohammed Fadel Al-Maslamawi","2190 ","ElectionCandidates_Original.csv"
"279 ","United Saladin Alliance","4 ","","Alliance","Saladin","","   female
 ","Manar Abdul Muttalib Hashim Saad Al-Shadidi","5831 ","ElectionCandidates_Original.csv"
"272 ","The Arab Project, Iraq","63 ","","Party","Nineveh","","   female
 ","Manar Bashir Harith Muhammad Al-Dhaif","7268 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","23 ","","Alliance","Kirkuk","","   female
 ","Manar Hamad Mohammed
Hasirn","6235 ","ElectionCandidates_Original.csv"
"205 ","Anbar is our identity","16 ","","Alliance","Anbar","","Male","Mandhir Ahmed Abdul Hamad Al-Faraji","124 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","39 ","","Alliance","Baghdad","","Male","Manea Aboud Hanoun Sanat Al-
Lami","2929 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","10 ","","Party","The two","","Male","Manhal Mohammed Saleh Shukrallah Ali
Al-Ali","1390 ","ElectionCandidates_Original.csv"
"211 ","National identity","47 ","","Party","Nineveh","","Male","Manhal Sultan Mutlaq Tahtah Al-Hamad","6614 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","138 ","","Alliance","Baghdad","","Male","Manhal Waad Muhammad Sa-
lih Al-Radithan Y","2581 ","ElectionCandidates_Original.csv"
"201 ","Yazidi Cause Alliance","26 ","","Alliance","Nineveh","","   female
 ","Manifa instead of Shamoalot","6501 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","108 ","","Alliance","Baghdad","","Male","Mansour Abbas Ali Jialamir","3436 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","9 ","","Alliance","Babylon","","Male","Mansour Haseer N Madour Abbas Al-Baeiji","1831 ","ElectionCandidates_Original.csv"
"207 ","         Reconstruction and Development Coali-
                                    tion","3 ","","Alliance","Nineveh","","Male","Mansour Mareed Attia Hamad Al-Jubouri","6510 ","ElectionCandidates_Original.csv"
"211 ","National identity","33 ","","Party","Nineveh","","Male","Many thanks, Ahmed Ashij Al-Lahithi","6601 ","ElectionCandidates_Original.csv"
"217 ","United Iraqi Turkmen Front","2 ","","Alliance","Kirkuk","","Male","Mardin Tahsir Abdul Rahman Sarrar Yafkok Qaya","6125 ","ElectionCandidates_Original.csv"
"288 ","New generation","3 ","","Party","Kirkuk","","Male","Marivan Havizrostam Jasem","6323 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","23 ","","Party","Kirkuk","","   female
 ","Marivan Mustafa Rashid Maj al-Din","6312 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","35 ","","Party","Sulaymaniyah","","Male","Mariwan Hamma Ali Rauf Saleh","1043 ","ElectionCandidates_Original.csv"
"291 ","The Elephant Front","6 ","","Party","Baghdad","","Male","Mariwan Khaled Ali Murad Bajlan","4542 ","ElectionCandidates_Original.csv"
"240 ","National masses","9 ","","Party","Saladin","","   female
 ","Marlene requested Saleh Abdullah Al-
Ramli","5647 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","5 ","","Party","Karbala","","   female
 ","Marouj Hadi Mansour Amash Al-Aboudi","6036 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","21 ","","Party","Wasit","","Male","Martyr Abdul Karim Naima Khanjar Al-Aqani","7588 ","ElectionCandidates_Original.csv"
"206 ","Civil Democratic Allia-
nce","4 ","","Alliance","Dhi Qar","","Male","Martyr Ahmed Hassan Mohammed Al-Ghalthi","5025 ","ElectionCandidates_Original.csv"
"267 ","Nineveh for its people","5 ","","Party","Nineveh","","Male","Martyr Ghanem Mahmoud Shaker Al-Mahmoud","7089 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","12 ","","Alliance","Baghdad","","   female
 ","Marwa Abdel Hadi Hamoudi Hashem Al-Talthi","4411 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","109 ","","Alliance","Baghdad","","   female
 ","Marwa Abdel Karim, leave me alone,
Sarul Al-Ziyad","2996 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","97 ","","Alliance","Baghdad","","   female
 ","Marwa Abdel Moneim Hassan Ali Al-
Akeili","2540 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","21 ","","Party","Diyala","","   female
 ","Marwa Abdullah Mohammed Mustafa Al-Tuwaijri","4944 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","51 ","","Alliance","Nineveh","","   female
 ","Marwa Adnan Jassim Mohammed","6992 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","23 ","","Party","Kirkuk","","   female
 ","Marwa Ali Sayer Mohammed Al-Dulaimi","6259 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","17 ","","Party","Nineveh","","   female
 ","Marwa Amer, Abdel Wahab Ezz El-Din El-Tani","6756 ","ElectionCandidates_Original.csv"
"267 ","Nineveh for its people","59 ","","Party","Nineveh","","   female
 ","Marwa Fouad Nazim Raouf","7142 ","ElectionCandidates_Original.csv"
"252 ","Design Alliance","30 ","","Alliance","The egg","","female
 ","Marwa Hamid Hanzel Ali Al-Thil","792 ","ElectionCandidates_Original.csv"
"267 ","Nineveh for its people","24 ","","Party","Nineveh","","   female
 ","Marwa Ibrahim Khalil Younis Al-Zubaidi","7108 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","16 ","","Alliance","Al-Qadisiyah","","   female
 ","Marwa Kazim Abdul Hasir Al-Hamzawi","1173 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","52 ","","Alliance","Baghdad","","female
 ","Marwa Khader Hamoud Mashahid Al-Aqraa","3245 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","116 ","","Alliance","Baghdad","","   female
 ","Marwa Majed Abdulhasir Nakadhim Al-Shaji","4090 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","32 ","","Party","Baghdad","","   female
 ","Marwa Majed Shabout Moaidy Al-Khawildi","3647 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","46 ","","Party","Nineveh","","   female
 ","Marwa Mowaffaq Muhammad Hassan Al-
Tani","7047 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","14 ","","Alliance","Maysan","","   female
 ","Marwa Nazim Jamil Kazim Al-
Lami","6413 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","8 ","","Alliance","Karbala","","   female
 ","Marwa Reda Mohammed Abbas Al-Ghanmiyi","6049 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","89 ","","Alliance","Baghdad","","   female
 ","Marwa Sabah Kazem Maji Al Shamri","3417 ","ElectionCandidates_Original.csv"
"223 ","Coming","25 ","","Party","Babylon","","   female
 ","Marwa Shaalan Jassim Suwaif Al Sultan","1969 ","ElectionCandidates_Original.csv"
"235 ","Our Cause Mo-
vement","6 ","","Party","Baghdad","","   female
 ","Marwa Taher Hadhal Basma Al-Mawsumi","3169 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","48 ","","Party","Nineveh","","   female
 ","Marwa Talal Sheet Hamid Al-Abidi","7049 ","ElectionCandidates_Original.csv"
"229 ","Kirkuk Turkmen Rescue Alliance","18 ","","Alliance","Kirkuk","","Male","Marwan Abdel Karim Fathallah Ghaib Al-Khalidi","6189 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","17 ","","Alliance","Baghdad","","Male","Marwan Abdul Razzaq Abdul Wahab Mahdi Al-Fadham","3210 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","16 ","","Party","Saladin","","Male","Marwan Ahmed Abdel Hamid Kamoun Al-Faraji","5750 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","11 ","","Alliance","Diyala","","Male","Marwan Ahmed Ibrahim Mohammed Al-Jabouri","4725 ","ElectionCandidates_Original.csv"
"266 ","Alliance of Excelle-
nce","10 ","","Alliance","Saladin","","Male","Marwan Atallah Muhammad Zabat Al-Khazraji","5767 ","ElectionCandidates_Original.csv"
